DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20250728,969,18,164,15,290,30.272795307707742,32.94865723912397,226.7785474531683
20250728,278,18,376,6,146,6.6273811960627205,13.813651024403338,125.55896777953394
20250728,428,18,619,7,744,67.26979212590135,57.577976159557515,619.1522317145411
20250728,597,18,182,17,862,31.016418276345377,90.65936382124731,740.3242179024073
20250728,643,18,54,19,397,10.807354300343933,33.28931981642184,352.90332588323423
20250728,800,18,771,10,242,25.886141858789987,30.548800153668296,185.5650579875417
20250728,21,18,152,1,843,18.746201713465116,93.05855960654932,731.1952386799856
20250728,281,18,60,20,199,23.058255365339896,26.743673938070206,149.1980706965899
20250728,358,18,728,1,701,65.08166646564938,66.62823658076563,569.290096953585
20250728,753,18,819,10,871,29.229766007856806,62.37316498399887,779.3970690081443
20250728,442,18,859,5,974,126.79335124072199,52.53787257167554,794.6687761876025
20250728,369,18,977,9,121,7.104207364701869,14.403154446503146,99.49263818879498
20250728,238,18,107,9,768,49.83063908445877,108.81474420639728,609.354616709144
20250728,965,18,397,4,169,19.791951163854737,15.179618279518614,134.02843055662663
20250728,128,18,471,5,567,28.348406343739974,34.36570145934606,504.28589219691395
20250728,112,18,981,6,423,36.05931392398574,28.668648708061742,358.2720373679525
20250728,531,18,882,17,676,29.790275200175795,36.82355249203011,609.3861723077941
20250728,759,18,164,6,770,109.334835545184,41.56405078486395,619.101113669952
20250728,41,18,599,14,846,111.42245558748647,105.87868946633688,628.6988549461767
20250728,374,18,261,20,519,52.12475350708441,36.29620260912091,430.57904388379467
20250728,341,18,675,12,309,22.46980060518898,22.857764008253124,263.6724353865579
20250728,290,18,474,1,127,7.588337220003464,14.092043501571501,105.31961927842504
20250728,970,18,288,19,888,103.54275486556497,44.757199324872936,739.7000458095621
20250728,158,18,661,14,367,29.2606586812407,18.367205560949625,319.3721357578097
20250728,786,18,580,3,296,27.72624564326082,31.256766688366223,237.01698766837296
20250728,434,18,839,3,386,22.97364585056409,48.130486267270456,314.8958678821655
20250728,169,18,143,9,175,26.023874527156195,25.34105589298987,123.63506957985393
20250728,742,18,689,14,434,59.71669895722163,46.83720602993272,327.44609501284566
20250728,59,18,236,18,880,60.1772024954176,77.42354579135349,742.399251713229
20250728,178,18,646,12,644,22.262650445462185,33.495561405077815,588.24178814946
20250728,953,18,550,6,373,47.48393489668835,23.855463788337943,301.6606013149737
20250728,101,18,281,3,954,119.08782320554135,104.93549747916003,729.9766793152986
20250728,32,18,10,1,677,42.461781598192744,64.0266217414676,570.5115966603397
20250728,530,18,482,1,188,25.588490451527985,9.94975737820546,152.46175217026655
20250728,819,18,546,1,236,14.052887384066958,26.79624546020993,195.15086715572312
20250728,406,18,448,6,468,48.38553429656859,46.73163296211261,372.8828327413188
20250728,9,18,35,15,969,30.08753916415761,129.94571770499553,808.9667431308469
20250728,539,18,452,10,473,38.80430095015607,56.824806211556215,377.3708928382877
20250728,996,18,136,12,493,21.32621026595158,43.048430391924455,428.62535934212394
20250728,83,18,14,10,427,44.27856904158605,24.480669262479363,358.24076169593457
20250728,359,18,133,13,486,56.44177497547576,24.652712591393293,404.905512433131
20250728,87,18,873,19,573,36.092690892191364,82.01236525519303,454.8949438526156
20250728,287,18,615,11,668,98.60227586155044,40.54025143594103,528.8574727025085
20250728,206,18,470,18,698,104.6588306675725,36.058712996743466,557.2824563356841
20250728,183,18,4,8,771,106.21121467966901,50.67592393293134,614.1128613873997
20250728,361,18,225,4,516,35.50604312859286,52.670160751449664,427.8237961199575
20250728,414,18,431,17,301,36.169513865162635,25.196408986945837,239.63407714789153
20250728,928,18,485,1,377,55.4619893969349,52.51252766092779,269.02548294213733
20250728,512,18,7,20,134,15.13114463202911,7.989115919036575,110.87973944893432
20250728,677,18,269,20,686,37.16337277200709,37.02650044581916,611.8101267821737
20250728,521,18,847,9,956,89.69784948364482,75.38315743901141,790.9189930773438
20250728,272,18,533,15,132,11.757332933005076,8.373122842143026,111.8695442248519
20250728,513,18,303,20,867,40.86737303398677,59.62816250099138,766.5044644650218
20250728,303,18,473,3,161,23.319366174511938,22.841558264278717,114.83907556120934
20250728,558,18,915,13,561,38.94082110766137,42.30714654488447,479.75203234745413
20250728,304,18,380,17,221,4.6508477440147,11.913311084958055,204.43584117102725
20250728,949,18,971,7,290,27.374562523475117,40.885734770616516,221.73970270590837
20250728,436,18,755,11,545,20.884726184553497,38.747411603995765,485.36786221145076
20250728,299,18,935,19,931,41.78156637900955,69.60350255500094,819.6149310659895
20250728,141,18,882,10,641,92.7319905833178,83.15601460503886,465.11199481164334
20250728,421,18,591,11,649,63.44797693679334,92.97031798553053,492.58170507767613
20250728,732,18,912,2,862,122.59218323518772,102.42974785302361,636.9780689117887
20250728,234,18,383,2,944,66.2860126088316,125.04098309080095,752.6730043003674
20250728,753,18,86,7,530,44.248802506961205,38.4697515263128,447.281445966726
20250728,403,18,676,16,958,55.237476459746325,95.4821832370657,807.280340303188
20250728,499,18,256,7,686,31.365796064000246,37.8422076246636,616.7919963113361
20250728,9,18,575,16,807,19.786957067382836,86.01152770798124,701.201515224636
20250728,914,18,150,15,746,55.04971957293763,49.01491491874833,641.935365508314
20250728,251,18,534,13,301,29.960342391216358,40.233949208063976,230.80570840071965
20250728,545,18,451,16,920,88.65130488322741,71.21984226478608,760.1288528519865
20250728,821,18,396,4,872,109.21562759741018,98.67694378372252,664.1074286188673
20250728,372,18,720,15,559,14.417696156202744,47.009618453801004,497.57268538999625
20250728,470,18,441,8,327,38.92578532319959,42.13753766853918,245.93667700826123
20250728,275,18,237,2,310,29.91376839955447,25.393519363034535,254.692712237411
20250728,251,18,111,11,826,53.812771535551434,86.45241853829873,685.7348099261499
20250728,728,18,665,18,929,88.12353747507368,116.82994861036772,724.0465139145585
20250728,46,18,788,14,328,18.69980849848462,17.051539535528548,292.2486519659868
20250728,996,18,217,15,908,36.346097748896895,72.9547218070592,798.6991804440439
20250728,992,18,977,13,544,72.95104263552446,58.975008265579916,412.07394909889564
20250728,860,18,477,13,283,26.655686429351338,39.028782605298765,217.3155309653499
20250728,415,18,780,11,227,14.775124957582866,32.00899339707197,180.21588164534518
20250728,887,18,358,12,434,26.187469663703897,61.73330189915722,346.0792284371389
20250728,418,18,362,20,218,24.471534065649646,27.984286335487436,165.5441795988629
