DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20250728,231,65,260,3,628,51.94550180418722,46.1403482449596,529.9141499508532
20250728,770,65,367,1,811,21.94396915516881,55.72067661787977,733.3353542269514
20250728,537,65,766,16,842,67.83506193864064,107.89584123793134,666.2690968234281
20250728,393,65,792,4,648,24.51777791396963,87.82713554130795,535.6550865447224
20250728,59,65,740,1,649,88.15486203860657,72.42484185839209,488.42029610300136
20250728,402,65,716,16,782,54.29065082711979,114.0893438038409,613.6200053690393
20250728,572,65,176,1,418,23.994937403645647,26.58343696204384,367.42162563431054
20250728,913,65,566,14,269,35.66199957787617,20.0786280662865,213.25937235583734
20250728,615,65,565,3,692,28.95099859665217,54.399752195426565,608.6492492079212
20250728,113,65,182,12,673,46.238871578113944,44.79423620770347,581.9668922141826
20250728,893,65,243,8,602,66.85881979977457,73.85427647667564,461.2869037235498
20250728,687,65,796,13,815,91.24937555998851,112.25070336213543,611.499921077876
20250728,723,65,444,19,457,55.3629972509749,60.66367482399713,340.973327925028
20250728,428,65,488,5,906,56.28332029685479,63.70324475563608,786.0134349475092
20250728,303,65,563,17,931,32.2600743309582,64.27413865489923,834.4657870141425
20250728,630,65,282,8,690,100.7698161667325,76.50468385914056,512.7254999741269
20250728,140,65,377,3,322,18.10043214141908,36.951617196037816,266.9479506625431
20250728,513,65,477,7,803,45.18898132281031,47.01675671756513,710.7942619596246
20250728,230,65,464,3,220,9.282032916116295,21.41511556833639,189.30285151554733
20250728,327,65,121,2,391,45.53421458070029,35.82545108468819,309.6403343346115
20250728,151,65,237,19,992,147.6751723684289,80.43826809709329,763.8865595344778
20250728,199,65,887,9,645,75.44676918598627,67.23863704482433,502.3145937691894
20250728,848,65,645,20,703,82.59535082861167,55.688349840301825,564.7162993310865
20250728,702,65,734,20,465,13.48150924850711,41.54373068825957,409.9747600632333
20250728,524,65,750,20,348,37.129626673270984,45.00756736042373,265.8628059663053
20250728,765,65,51,20,662,84.47027540918135,41.905931300042106,535.6237932907766
20250728,685,65,64,9,613,86.41328599770667,36.45161886229729,490.13509513999605
20250728,678,65,66,1,646,55.63758166685314,84.95853824907462,505.4038800840722
20250728,722,65,803,11,608,49.522910580789194,61.3317130806434,497.1453763385674
20250728,414,65,7,16,713,79.26202491184941,76.56863814531876,557.1693369428318
20250728,299,65,353,14,727,81.74299967233357,74.18040056940637,571.07659975826
20250728,617,65,50,10,963,105.34789834243514,133.9996365211575,723.6524651364074
20250728,681,65,966,10,800,61.55826931878898,90.81169101745667,647.6300396637544
20250728,959,65,440,2,570,38.19322716487895,44.72380118395334,487.0829716511677
20250728,593,65,559,2,161,21.741692717542108,23.46313115516458,115.79517612729332
20250728,715,65,269,7,894,116.19775418239271,90.29260845731713,687.5096373602902
20250728,248,65,989,9,774,59.37480334829497,53.58884251002277,661.0363541416823
20250728,296,65,885,10,297,11.800180959880482,31.443512543095075,253.75630649702444
20250728,304,65,965,10,788,20.69938505103946,80.87171676961393,686.4288981793466
20250728,204,65,289,2,696,99.00353504165048,87.66582553901945,509.33063941933005
20250728,113,65,316,2,153,22.15398982577899,18.9234842163494,111.92252595787161
20250728,352,65,144,4,535,24.95566369065345,38.67434689569502,471.3699894136515
20250728,409,65,891,8,220,7.8850615720968715,24.5777769897869,187.53716143811624
20250728,696,65,594,15,198,23.905497630605367,22.099437072416332,151.99506529697828
20250728,860,65,329,14,752,34.64249439351085,64.1129050311416,653.2446005753476
20250728,750,65,676,12,945,106.84082493413459,62.659006132447615,775.5001689334179
20250728,713,65,148,20,136,6.6003773818695475,18.366686252879052,111.0329363652514
20250728,604,65,165,12,461,34.57702597343901,34.20210154931911,392.22087247724187
20250728,155,65,289,8,560,25.202175924524227,63.1207862590731,471.6770378164027
