DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20250728,549,57,984,7,808,28.354511284600452,107.54249583600978,672.1029928793898
20250728,187,57,177,13,469,53.142712645937124,29.888654808578934,385.96863254548396
20250728,255,57,219,16,654,57.9416485282656,78.83457577716018,517.2237756945742
20250728,668,57,926,1,520,58.83494200342082,35.04442608318989,426.1206319133893
20250728,731,57,325,10,194,22.20083331797042,20.919536438211136,150.87963024381844
20250728,47,57,517,4,786,115.36269064755672,109.29561960951902,561.3416897429242
20250728,59,57,378,18,475,40.82097208554451,25.911315229338236,408.26771268511726
20250728,694,57,310,5,422,54.11334524535556,46.88232280832326,321.00433194632114
20250728,927,57,799,18,297,14.676025975478886,25.075711748318177,257.2482622762029
20250728,248,57,280,9,597,33.2390871165235,40.837931178472,522.9229817050045
20250728,609,57,738,2,536,49.427901657708134,69.52609559915905,417.0460027431328
20250728,60,57,684,4,168,17.86198666473675,19.777716616423067,130.36029671884017
20250728,786,57,497,3,802,65.11541218617423,61.358966410306834,675.5256214035189
20250728,438,57,863,8,956,118.43222393159886,129.38248924322716,708.185286825174
20250728,22,57,111,8,132,4.372420766407106,16.073002291808837,111.55457694178406
20250728,342,57,439,11,702,14.991232945369344,60.29706142522686,626.7117056294038
20250728,407,57,980,17,133,15.633979243634247,9.29157154333071,108.07444921303505
20250728,254,57,443,14,789,96.30786689981831,96.45108480589249,596.2410482942892
20250728,501,57,842,5,117,3.155801305783827,13.427747862084686,100.41645083213149
20250728,807,57,617,2,821,95.11209599309177,49.072064731866426,676.8158392750418
20250728,63,57,570,1,382,46.04548583968209,38.27835474168661,297.6761594186313
20250728,635,57,400,3,177,14.651615580121645,23.40588810388128,138.94249631599706
20250728,162,57,77,9,621,20.319653363315332,36.41213958720273,564.2682070494819
20250728,875,57,233,15,667,45.11944000226929,64.5762781598184,557.3042818379123
20250728,139,57,60,3,232,8.450773102175376,24.139367684846075,199.40985921297855
20250728,722,57,583,7,362,47.20048822432332,22.12254644740316,292.6769653282735
20250728,917,57,860,9,328,8.828723618782021,18.05518823658235,301.1160881446356
20250728,575,57,551,15,787,73.03427966362155,114.43072453695231,599.5349957994262
20250728,259,57,421,7,868,96.00298330762885,71.69751607233808,700.2995006200331
20250728,493,57,784,18,999,27.45815880536137,139.28229197181682,832.2595492228218
20250728,767,57,106,20,150,17.208017889269854,12.310517251056613,120.48146485967354
20250728,603,57,346,13,337,36.47395695040127,46.795252334456514,253.7307907151422
20250728,760,57,848,8,919,78.5841569883299,59.089369059819724,781.3264739518504
20250728,238,57,922,6,954,111.59105416001297,123.9993103993565,718.4096354406305
20250728,543,57,720,18,975,59.98298589564587,134.82533661394035,780.1916774904138
20250728,887,57,165,4,628,46.80202457659297,83.04764092918388,498.15033449422316
20250728,457,57,161,10,247,18.428612737434115,29.54992984803006,199.02145741453583
20250728,256,57,290,6,622,83.0331371419864,80.74833586340645,458.21852699460715
20250728,74,57,762,12,177,17.65419766526024,20.018075229255317,139.32772710548443
20250728,592,57,299,10,996,110.80378426132577,50.301554167488575,834.8946615711857
20250728,582,57,392,8,870,122.14947459138624,63.046335585944824,684.804189822669
20250728,93,57,562,9,543,62.085659203427554,75.48218884775473,405.4321519488177
20250728,125,57,785,10,590,82.06736682136368,74.76045790696006,433.1721752716763
20250728,896,57,664,14,285,39.27641465895562,40.46256608310954,205.26101925793483
20250728,780,57,883,11,574,59.35884975537961,72.79910166560057,441.84204857901983
20250728,100,57,784,20,736,63.961620357007234,86.72241807344146,585.3159615695513
20250728,233,57,33,19,481,39.19766119499484,69.98159918125381,371.82073962375136
20250728,644,57,38,4,980,29.847795374677773,117.81010902003167,832.3420956052905
20250728,866,57,164,15,384,53.45039238291469,52.542984628582346,278.00662298850295
20250728,523,57,811,19,713,30.782173339094573,62.74045188620589,619.4773747746996
20250728,811,57,167,13,298,28.55246454248234,24.50582398362065,244.94171147389702
20250728,953,57,179,11,126,7.269208577384226,14.480288792461046,104.25050263015473
20250728,829,57,498,18,337,17.07823551717418,18.28666267328201,301.6351018095438
20250728,541,57,455,15,174,7.3702671005126525,14.906057512456696,151.72367538703065
20250728,387,57,912,5,897,21.64586961306295,127.94617722612062,747.4079531608164
20250728,541,57,805,11,147,17.58207493346706,18.302202877332544,111.1157221892004
