DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20210313,303,63,20,15,960,24.277767700085178,106.17636199695492,829.5458703029599
20231023,326,53,577,8,862,24.376186560326033,59.90539068075762,777.7184227589164
20250625,28,35,11,5,424,54.97019423459829,23.522161202694136,345.5076445627076
20250724,944,6,158,2,364,52.62645284159908,34.30301080632528,277.07053635207564
20200831,588,12,685,16,756,108.0445997584632,46.48614384196635,601.4692563995704
20200507,310,34,376,8,558,35.24850735036915,77.2614173115691,445.49007533806173
20161017,311,88,76,8,805,55.05112432528197,54.70424026248054,695.2446354122375
20170613,514,17,885,3,300,41.17644714280438,26.741191352350853,232.08236150484476
20180618,200,44,930,12,205,14.732707013599354,23.468601466015322,166.79869152038532
20210622,839,21,186,20,529,61.754768838601855,67.60476676394158,399.6404643974565
20241019,503,27,70,8,850,113.08956182618195,107.08886549480958,629.8215726790085
20240601,402,80,504,4,919,126.89040451387068,118.5221156425131,673.5874798436162
20211211,366,99,330,14,167,23.07317470993048,22.31381951700497,121.61300577306454
20170726,21,10,465,19,769,114.54530205095105,41.66517072139104,612.7895272276579
20180826,546,18,398,5,842,60.31164980659368,97.37222315501394,684.3161270383923
20181129,533,13,42,20,205,13.308331075723444,16.971654530608415,174.72001439366815
20201120,465,93,491,1,600,12.711027221276195,48.7347752399311,538.5541975387927
20240712,316,29,141,18,812,26.85335207728896,67.53038178207056,717.6162661406405
20180303,869,17,768,18,274,25.028525801759184,15.91425399791154,233.05722020032928
20170709,959,82,932,9,975,121.04410370394378,113.74245105073473,740.2134452453215
20180515,841,37,592,6,884,30.485874399363226,67.8783686904565,785.6357569101802
20160217,240,21,186,18,364,16.299882947677794,27.659610257829133,320.04050679449307
20240211,684,66,591,12,510,34.61704415381049,26.58681622183925,448.79613962435025
20220813,952,32,14,10,596,66.68120303989741,88.33525320904977,440.9835437510528
20210220,859,33,898,16,696,83.02669349673877,41.190082068195515,571.7832244350657
20241006,668,71,79,10,358,23.61558900254924,45.00173100868353,289.3826799887672
20161222,292,63,561,19,794,76.64890255365042,112.31845387333743,605.0326435730121
20170516,722,76,629,11,666,66.64148563998135,63.09911903381798,536.2593953262007
20181215,356,25,521,14,553,47.26156099339291,57.03220823393706,448.70623077267004
20160229,601,25,130,19,211,28.166929173569105,13.794926558479002,169.0381442679519
20230319,258,95,625,9,541,51.01128993037408,75.90880125616945,414.0799088134564
20220318,775,92,91,20,522,76.86887274046431,47.98948230272092,397.14164495681473
20170317,351,33,297,6,556,59.48156078271315,44.31489178240013,452.20354743488673
20191022,497,84,571,14,265,33.82034856425935,30.131100939058935,201.0485504966817
20181220,252,63,24,5,946,48.61672935409084,135.39372051185597,761.9895501340532
20230225,842,32,427,17,529,18.43865067342934,40.902819906390285,469.65852942018034
20241208,460,59,569,14,279,9.786595686753872,34.171393347080574,235.04201096616555
20200228,96,92,790,15,904,29.59587623175083,93.76065631547976,780.6434674527694
20221128,615,53,403,11,130,4.484695399063546,10.539576500782227,114.97572810015423
20210410,938,100,250,3,847,90.72761904668042,88.18205796186061,668.090322991459
20200423,312,35,502,3,611,26.254437483506265,55.374335154093345,529.3712273624004
20180510,906,32,933,8,718,78.08988831465595,79.57450520770858,560.3356064776355
20221206,252,26,139,9,311,28.8959085208328,33.8493780304146,248.2547134487526
20180330,726,51,523,11,204,25.551697910112182,18.897130588957292,159.55117150093054
20211107,88,6,747,2,251,30.787851582936987,32.88595733892136,187.32619107814165
20250115,253,57,772,14,351,8.319302590570878,18.571897247959964,324.10880016146916
20200322,484,66,325,5,907,116.05236335788966,48.05539068100168,742.8922459611086
20180809,229,44,703,17,517,69.59729105420901,70.6303930962069,376.77231584958406
20150127,454,66,82,13,113,6.386556922058878,16.169655078859748,90.44378799908137
20250326,629,85,725,3,271,29.488589450835732,34.88528374217713,206.62612680698714
20170630,967,77,721,3,294,37.47401759915875,16.470337888885194,240.05564451195607
20181214,442,58,575,8,606,44.008914948123305,55.60728842179671,506.38379663008
20151218,905,98,626,13,256,25.989956692663835,14.220271564279896,215.78977174305626
20210531,828,46,59,6,821,68.74143830958555,88.68057865946695,663.5779830309475
20200625,618,94,367,6,901,88.19423284218848,62.92450152974683,749.8812656280647
20230626,549,29,22,19,1000,22.53041171976329,81.68130937620025,895.7882789040365
20180301,436,78,640,4,694,61.737161518759855,69.5275490309276,562.7352894503125
20160313,358,99,1000,11,984,143.85314182332198,97.13393908293969,743.0129190937383
20250326,444,27,51,20,834,82.84035747273035,92.70431674619142,658.4553257810783
20171229,758,88,345,5,635,15.367312406762816,52.436444376189336,567.1962432170478
20180821,25,66,769,8,253,14.858619151552867,23.621387099107505,214.51999374933962
20150901,158,64,538,2,819,115.95825110630425,50.87495144688899,652.1667974468068
20180323,192,37,432,16,820,105.43575424383296,50.538452606664535,664.0257931495025
20240813,308,73,874,3,901,133.85496499625026,69.00799901755504,698.1370359861946
20210607,849,79,160,13,877,121.2665520910396,69.02687326074971,686.7065746482107
20210328,876,11,434,4,316,10.364109910302517,44.401308132542155,261.23458195715534
